% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=1032658, Sat Mar  4 16:13:21 2023, <python>{}</python>
1 6 0.12635047905912883 1.0000250003125026 96.6701907491197 9.6670190749119698e+01 99.28045031628265 103.87293506358623   
2 12 0.17705420512386766 1.3860429301967943 93.50199885493055 9.3501998854930548e+01 97.45140281413713 103.14720335495308   
3 18 0.2206964732127453 1.4592886713581747 88.04852155651776 8.8048521556517755e+01 96.77467342487701 100.21239771766585   
4 24 0.366407128460497 1.7084512797257894 81.26856140893517 8.1268561408935170e+01 94.07278277907034 94.81796662580025   
5 30 0.7915305799661609 1.9294235952264485 62.16399493325084 6.2163994933250841e+01 78.36700489416596 95.11069908223295   
6 36 0.8564701279319612 2.1476729303493713 62.16399493325084 6.2200373315196977e+01 70.28362862303058 123.85455102401882   
7 42 0.9859266712956736 1.775585885005741 48.5526166289513 4.8552616628951299e+01 57.54285559282435 80.91709003818784   
8 48 1.276146350672325 2.1639509852032766 31.11461025782646 3.1114610257826460e+01 47.9037448962737 92.23109731275616   
9 54 2.12604808427904 2.653272430571059 14.217082687825487 1.4217082687825487e+01 29.68714609757594 41.39647758870004   
10 60 1.9509349823680615 2.8922151204756785 12.106035821444618 1.2106035821444618e+01 49.22801689186143 157.83248377398692   
11 66 2.9536721594197335 2.5726685123253263 1.119465650309777 1.1194656503097771e+00 15.592331697230765 45.63769005428177   
12 72 3.1715221365215465 1.9418593748222677 1.119465650309777 1.1903312171060925e+00 22.217968065375324 72.2299322423441   
13 78 2.6061872089463924 1.8500168246435877 1.119465650309777 2.7429723235129235e+00 23.51745077393217 44.783603411582355   
14 84 2.5010523746055715 2.0587936938885663 1.119465650309777 1.8555584578789390e+00 19.852165752479042 35.60704868771926   
15 90 1.8957033062303874 2.1839089727297014 0.4154101978841331 4.1541019788413308e-01 9.0455183167254 29.125963607289364   
16 96 1.8088767629368312 2.1297787907956787 0.0875556777816072 8.7555677781607194e-02 2.286374314398372 7.0506979494875175   
17 102 1.3943445636264569 2.0492579697593785 0.0875556777816072 8.7364639650408993e-01 2.154504832387029 19.82554569158456   
18 108 1.093076104382805 1.7334553311604386 0.04152266423600334 4.1522664236003343e-02 1.6005947546710786 2.6710859968020926   
19 114 0.9677007780262905 1.6550499095158373 0.04152266423600334 2.3938231030709542e-01 1.1519499351763247 2.291703854273322   
20 120 0.8009981939077347 1.5185901581959742 0.04152266423600334 5.4278854622651376e-02 0.17699287191001728 0.4009595446106653   
21 126 0.7109116152547942 1.3932316464527694 0.005201152317727231 5.2011523177272314e-03 0.34692546542922376 0.3585775555231887   
22 132 0.559735300035386 1.1716189922153515 0.005201152317727231 4.1667111625942048e-02 0.14840659523370217 0.4322894498360694   
23 138 0.4783753577154489 1.0852923286301093 0.005201152317727231 2.0630378859726267e-02 0.08817324859686068 0.11487583713374841   
